date,n_assets,assets,turnover,transaction_cost,expected_return,volatility,sharpe_ratio,sortino_ratio,weights_sum
2023-11-01,12,"{'AAPL': 0.1753, 'MSFT': 0.0245, 'NVDA': 0.2024, 'TSLA': 0.0516, 'JPM': 0.0406, 'UNH': 0.0619, 'WMT': 0.1708, 'PG': 0.0413, 'MA': 0.0449, 'MRK': 0.0904, 'ABBV': 0.0636, 'PEP': 0.0327}",0.1791,0.000358,24.584,22.679,0.9076,1.1266,1.0
2023-12-01,12,"{'AAPL': 0.2054, 'MSFT': 0.0449, 'NVDA': 0.1969, 'TSLA': 0.1188, 'JPM': 0.0575, 'UNH': 0.0346, 'JNJ': 0.0101, 'WMT': 0.1802, 'PG': 0.065, 'MRK': 0.0433, 'ABBV': 0.0332, 'PEP': 0.0101}",0.1777,0.000355,26.881,24.743,0.9248,1.1704,1.0
2024-01-02,14,"{'AAPL': 0.2453, 'MSFT': 0.018, 'AMZN': 0.0094, 'NVDA': 0.1617, 'META': 0.0289, 'TSLA': 0.0615, 'JPM': 0.0717, 'UNH': 0.0456, 'WMT': 0.1861, 'XOM': 0.0378, 'PG': 0.0367, 'MRK': 0.0452, 'ABBV': 0.0428, 'PEP': 0.0094}",0.1585,0.000317,24.355,22.905,0.8886,1.0972,1.0
2024-02-01,13,"{'AAPL': 0.1794, 'MSFT': 0.0634, 'NVDA': 0.2037, 'TSLA': 0.0682, 'JPM': 0.0422, 'UNH': 0.0282, 'WMT': 0.1751, 'XOM': 0.0089, 'PG': 0.0559, 'CVX': 0.0089, 'MRK': 0.0721, 'ABBV': 0.0519, 'PEP': 0.0422}",0.191,0.000382,25.195,23.198,0.9136,1.1402,1.0
2024-03-01,13,"{'AAPL': 0.1894, 'MSFT': 0.0536, 'NVDA': 0.1749, 'META': 0.0227, 'TSLA': 0.0473, 'JPM': 0.0638, 'UNH': 0.0467, 'WMT': 0.1662, 'XOM': 0.0168, 'PG': 0.0356, 'CVX': 0.0333, 'MRK': 0.0679, 'ABBV': 0.0817}",0.135,0.00027,23.79,22.442,0.8818,1.0808,1.0
2024-04-01,14,"{'AAPL': 0.1647, 'MSFT': 0.0329, 'AMZN': 0.0169, 'NVDA': 0.1678, 'META': 0.0184, 'TSLA': 0.094, 'JPM': 0.0509, 'UNH': 0.0222, 'JNJ': 0.0315, 'WMT': 0.2028, 'PG': 0.0397, 'CVX': 0.0258, 'MRK': 0.0702, 'ABBV': 0.0621}",0.1381,0.000276,24.372,22.719,0.8967,1.1188,1.0
2024-05-01,13,"{'AAPL': 0.2091, 'MSFT': 0.0666, 'AMZN': 0.0118, 'NVDA': 0.1748, 'TSLA': 0.0767, 'JPM': 0.0199, 'UNH': 0.0117, 'JNJ': 0.0438, 'WMT': 0.1695, 'PG': 0.0815, 'MRK': 0.0882, 'ABBV': 0.0377, 'PEP': 0.0087}",0.1658,0.000332,24.726,22.753,0.9109,1.1471,1.0
2024-06-03,12,"{'AAPL': 0.1381, 'MSFT': 0.0403, 'GOOGL': 0.0233, 'NVDA': 0.158, 'TSLA': 0.1101, 'JPM': 0.064, 'V': 0.0135, 'UNH': 0.0527, 'WMT': 0.2011, 'PG': 0.0565, 'MRK': 0.1221, 'ABBV': 0.0201}",0.2209,0.000442,24.648,22.596,0.9138,1.138,1.0
2024-07-01,14,"{'AAPL': 0.1893, 'MSFT': 0.0127, 'NVDA': 0.1954, 'META': 0.0097, 'TSLA': 0.0627, 'JPM': 0.0414, 'UNH': 0.0629, 'JNJ': 0.0097, 'WMT': 0.1741, 'PG': 0.0417, 'CVX': 0.0317, 'MRK': 0.0925, 'ABBV': 0.0664, 'PEP': 0.0097}",0.2059,0.000412,24.358,22.608,0.9005,1.1131,1.0
2024-08-01,15,"{'AAPL': 0.1658, 'MSFT': 0.0484, 'GOOGL': 0.0151, 'AMZN': 0.0084, 'NVDA': 0.1709, 'META': 0.0161, 'TSLA': 0.1098, 'JPM': 0.0526, 'UNH': 0.0426, 'JNJ': 0.0097, 'WMT': 0.2041, 'XOM': 0.0111, 'PG': 0.0231, 'MRK': 0.0739, 'ABBV': 0.0482}",0.165,0.00033,25.53,23.621,0.9115,1.1438,1.0
2024-09-03,13,"{'AAPL': 0.1562, 'MSFT': 0.0326, 'GOOGL': 0.0095, 'NVDA': 0.1766, 'TSLA': 0.1024, 'JPM': 0.041, 'UNH': 0.057, 'WMT': 0.2037, 'PG': 0.0353, 'HD': 0.0114, 'MRK': 0.0684, 'ABBV': 0.0818, 'PEP': 0.0242}",0.1013,0.000203,25.028,22.951,0.9162,1.1432,1.0
2024-10-01,14,"{'AAPL': 0.1932, 'MSFT': 0.0535, 'NVDA': 0.1908, 'TSLA': 0.0723, 'JPM': 0.0642, 'V': 0.0097, 'UNH': 0.0583, 'JNJ': 0.0097, 'WMT': 0.1778, 'PG': 0.0444, 'MA': 0.0097, 'HD': 0.027, 'MRK': 0.07, 'ABBV': 0.0194}",0.1521,0.000304,25.374,23.485,0.9101,1.1342,1.0
2024-11-01,14,"{'AAPL': 0.1712, 'MSFT': 0.0585, 'AMZN': 0.0122, 'NVDA': 0.156, 'TSLA': 0.0974, 'JPM': 0.0876, 'UNH': 0.042, 'WMT': 0.1658, 'PG': 0.0576, 'MA': 0.0114, 'CVX': 0.0152, 'MRK': 0.0519, 'ABBV': 0.0401, 'PEP': 0.0331}",0.1496,0.000299,24.493,22.971,0.8921,1.1024,1.0
2024-12-02,14,"{'AAPL': 0.1785, 'MSFT': 0.0382, 'GOOGL': 0.013, 'AMZN': 0.009, 'NVDA': 0.2129, 'META': 0.019, 'TSLA': 0.063, 'JPM': 0.0405, 'UNH': 0.0484, 'WMT': 0.221, 'XOM': 0.027, 'PG': 0.036, 'MRK': 0.0543, 'ABBV': 0.0392}",0.1873,0.000375,25.721,23.684,0.9171,1.1509,1.0
